date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score,fifa_rank_delta,offense/defense_ratio,result
1993-08-08,47,174,35,94,71.64583333333333,69.0,70.47592592592592,75.47708333333334,74.92916666666666,71.66923076923078,75.26,74.5923076923077,59,1.0531309255482808,2
1993-08-15,171,23,22,8,79.21518987341773,87.59615384615384,79.59367088607594,83.61645569620254,78.27721518987342,86.15,87.32692307692308,85.87307692307692,-14,0.9705914764504068,1
1993-08-25,45,95,10,84,80.42857142857143,76.0,78.64571428571428,77.64,79.23142857142857,62.08,64.56666666666666,66.0,74,1.2506443298969072,2
1993-08-29,6,123,5,67,80.96,74.15789473684211,83.172,88.23733333333334,84.616,74.77368421052631,77.61052631578947,74.32631578947368,62,1.1800586565308182,1
1993-09-05,6,34,5,19,80.96,77.77272727272727,83.172,88.23733333333334,84.616,78.53636363636363,80.66363636363636,78.20454545454545,14,1.1235220125786165,0
1993-09-05,23,174,8,94,86.15492957746478,69.0,86.20704225352112,87.11971830985915,85.94788732394366,71.66923076923078,75.26,74.5923076923077,86,1.215580485164934,2
1993-09-05,47,171,35,22,71.64583333333333,79.27272727272727,70.47592592592592,75.47708333333334,74.92916666666666,79.53030303030303,83.23636363636365,78.45,-13,0.9490355305772528,0
1993-09-12,171,20,22,59,79.21518987341773,67.0,79.59367088607594,83.61645569620254,78.27721518987342,67.61111111111111,68.99285714285715,68.42222222222222,37,1.2367265427540226,2
1993-09-19,47,20,35,59,71.64583333333333,67.0,70.47592592592592,75.47708333333334,74.92916666666666,67.61111111111111,68.99285714285715,68.42222222222222,24,1.1163414133114216,1
1993-10-10,29,178,23,47,76.22222222222223,73.93,77.32592592592593,78.48518518518519,77.18148148148148,65.0,72.3,73.93,24,1.2074643874643876,2
1993-10-10,111,177,32,27,72.96551724137932,73.93,76.2,77.42758620689655,74.9448275862069,73.93,70.35,73.93,-5,1.0473094306356898,2
1993-10-13,56,77,7,71,87.27083333333333,70.75,84.22708333333334,86.38125000000001,86.49374999999999,66.75,74.0,73.7,64,1.2941011235955058,0
1993-10-13,128,119,22,3,83.08333333333333,75.5,76.64444444444445,80.28611111111111,77.05277777777778,75.775,76.675,76.15,-19,1.0595329740826276,0
1993-10-13,129,155,21,10,81.91836734693878,80.45238095238095,83.46938775510205,84.19183673469387,84.51224489795919,78.20952380952382,76.02142857142857,78.63333333333333,-11,1.0764908496277223,2
1993-10-15,137,80,44,43,71.5,69.65714285714286,72.61666666666666,69.69583333333334,72.82083333333334,72.60526315789474,73.27142857142857,77.06,-1,0.9599281140509848,1
1993-10-16,73,85,58,36,67.8,73.9090909090909,68.97142857142858,71.740625,68.4076923076923,72.50181818181818,75.03818181818183,74.39454545454545,-22,0.9895010469956864,0
